35725,35462,35894,36253,35960,35686,36012,36455,35942,30099,13458,22893,35918,35796,35609,35952,35963,35814,36004,35143,33796,33548,33514,33684,33499,36470,40959,41267,41438,41600,41122,41576,41084,41364,40859,40894,40985,41484,41176,41250,40760,41090,40810,40623,40679,41486,40772,40786,41197,41085,41152,41107,41466,41231,41755,41634,41363,41416,41500,41749,41271,41515,41447,41517,41957
35916,35887,35956,36277,36025,36265,36422,36124,36012,30601,13518,22311,35711,36268,35913,35855,35868,35464,35951,34935,33885,33645,33222,33628,33784,36951,40635,40826,41619,41493,41453,41599,41892,41443,41160,41375,41616,41221,41525,41054,41012,40987,40592,40286,40261,41073,40479,41064,41056,41104,41562,41669,41056,41020,41357,41083,41695,41294,41716,41665,41334,41208,41476,41683,41504
36121,35584,36278,36161,36134,35676,36463,35916,35753,30874,13580,21827,35566,35988,35882,36112,35664,35702,36178,35086,33448,33769,33540,33824,33654,35950,40864,41567,41745,41130,41463,41722,41573,41250,41436,41273,40696,40963,41013,40987,40213,40785,40385,39776,40722,40950,40804,41144,41413,41211,41204,41156,41746,41449,41314,41383,41236,41249,41423,41561,41291,41561,41493,41326,41403
35761,35953,36157,35991,35880,35724,35835,36250,35550,31060,13612,21428,35514,35899,36015,36091,35693,35727,36127,35306,33737,33727,33501,33535,33887,36273,40937,41078,41558,41301,41094,41343,41614,41609,41621,41187,41164,41211,41187,41314,40573,40708,40256,40528,40699,40816,41053,41570,41160,41490,41032,41806,41508,41369,41558,41357,41782,41529,41833,41770,41734,41548,41517,41754,41766
36061,35872,36123,35855,35991,35972,35943,36209,36356,31496,13535,21339,35775,35785,36319,35968,35865,35849,36100,35054,33879,33895,33700,33846,33567,35833,40535,41460,41064,41460,41145,41398,41895,41425,41160,41585,41083,41600,40834,40363,40071,40182,40089,40180,41228,41653,41233,41200,40843,41568,41226,41417,41480,41185,41718,41508,41427,41388,42054,41519,41323,41553,41265,41119,41300
35970,35665,35604,36136,35627,36152,36203,36713,35899,31973,13467,20925,35526,35888,36028,36064,35767,36118,35883,35088,33819,33513,33727,33886,34166,35315,40306,41080,41454,41570,41193,41714,41468,41479,41061,41047,41403,41167,41018,40817,40213,40605,40072,40762,41037,41473,41868,41604,41520,41171,42169,41286,41601,41777,41321,41552,41368,41879,41543,41646,41346,41694,41190,41819,41141
36300,35677,36180,35930,36607,36401,35835,35958,35861,32515,13743,20341,35876,35809,35863,35930,36137,35830,36044,34870,33935,33571,33443,33087,33577,35050,40785,41260,41286,41645,41493,41048,41685,41103,40940,41412,41248,40802,40245,40564,40341,39754,40220,40577,41135,41748,41757,41561,40899,41664,41291,41590,41456,41442,41771,41589,41681,41641,41230,41536,41957,41476,41716,41826,41566
36355,35836,36256,36480,35696,36081,35964,35850,35678,33020,13769,20500,35666,36052,35717,35949,36128,36210,35815,35281,33774,33171,33562,33622,34214,35489,41066,41660,41300,41463,41014,41917,41703,41505,41336,40982,40776,41314,40882,40351,39936,40054,40232,40687,41401,41716,41565,41392,41745,41643,41776,41533,41443,41766,41641,41172,41332,41321,41722,41376,41766,41176,41580,41844,41735
36276,36584,36132,36272,35655,35834,36244,36466,35945,32949,13404,19993,35842,36071,36045,36084,36522,36093,36290,35557,34265,33474,33416,33469,33653,35518,41279,41231,41578,41672,41514,41936,41973,41860,41330,41095,41001,40860,40649,40234,40328,40438,40814,41625,41600,41734,41554,41986,41477,41781,41613,41791,41430,41541,41765,42137,41614,41588,41596,41980,41412,41694,41587,41971,41418
35819,35877,36288,35787,36055,36366,36074,36270,36456,33293,13468,19655,35584,35734,36219,36209,35614,35867,35707,35173,34385,33273,33543,34003,33925,35038,41122,41253,41707,41480,41329,41281,41880,41461,41216,41273,40702,40423,40454,40546,40109,40988,40501,41576,41309,41500,41356,41577,41456,41259,41335,41628,41263,41380,41691,41063,41639,41465,41730,41555,41617,41543,41778,41511,41935
