36579,35103,34042,33699,33549,33597,35394,37059,36792,35587,33931,31921,30891,29133,28607,28042,28034,26240,25353,24815,22819,21425,21546,20930,21350,21482,21621,20996,21175,20916,21172,20148,19325,17071,15451,14741,14705,14262,14390,13907,13627,13321,13299,13631,13446,12940,12839,12185,12178,12156,12585,12610,12370,11977,10811,10654,10611,10056,9305,9110,9269,9041,9251,8730,8351
38218,35744,33600,33714,34031,33078,35896,37890,37346,35887,34091,32856,31927,31378,30021,28943,28641,27380,25290,24068,23412,22307,21343,20422,20354,20536,21007,21334,21427,21341,20540,19817,18924,16797,15590,14329,14436,14661,14336,14259,14011,12881,13025,13639,13929,13298,13139,13408,13145,12789,12522,12452,12397,11901,11268,10634,10321,9638,9367,8862,9310,9096,9402,9340,8989
38319,36753,34071,32755,33505,34254,37880,37613,37246,36155,34613,33668,34291,33649,31863,30467,29837,27838,25874,24513,24097,22686,21728,20306,20511,20194,20926,20876,21209,21834,21360,20108,18828,17817,16565,15415,14716,14113,13667,14156,14635,13898,13825,13828,14040,14162,14168,14088,13621,13496,13443,12775,12332,12515,11845,10452,10271,9758,9623,9214,9219,9296,10104,9885,9063
38134,36865,35069,33835,33245,33722,38010,37498,37564,36793,35185,34461,35301,35097,32991,32220,31378,29294,27230,25923,24071,22777,22038,20901,20907,20693,20903,20988,21136,21350,21089,20885,19416,18484,17435,16561,15994,15050,14697,13650,13407,13428,14095,14167,14430,14237,13911,14372,14060,13995,13636,13508,12759,13047,12310,11168,10431,9954,9616,9747,9744,10168,10405,9457,9533
37781,37240,35080,34494,33751,34187,37535,37254,37781,36894,35705,34880,36345,36106,33723,33752,32525,31220,28898,27355,25839,24234,23601,22831,22036,21689,21512,21534,21574,22034,21671,20785,19925,19283,17727,17305,16945,16164,15208,14196,13156,13017,13843,13892,14531,14547,14955,15046,14817,14238,13959,13763,13147,13014,12415,11613,10671,10975,10604,10275,10697,10575,10021,9703,9841
37671,36517,34633,34308,34098,34092,37408,37294,37418,37468,36232,34694,37598,37290,34424,34129,32900,31491,29762,27345,26268,25500,23588,23102,22381,22596,22815,22550,22488,22573,21656,20661,19946,19118,17638,16939,17441,16396,14672,13591,12654,12821,13424,13739,14419,13853,13879,13963,14341,13913,13992,13607,13157,12405,11777,11801,11228,11315,11151,11284,10894,10517,10263,10073,10014
37261,35434,34638,33883,33717,33848,37012,36388,36525,36927,36904,35835,37349,38660,34821,34621,33595,31526,29811,28088,26880,26085,24464,23079,22035,22769,23983,23532,22989,23170,21756,19630,19366,17984,17593,17106,17339,16300,14620,13370,12553,12937,12405,13142,13513,13502,13723,13410,13550,13517,13791,13724,13072,12182,12173,12161,11631,11404,11246,11595,10981,10776,10663,10446,10522
36977,35027,34381,34151,33810,33731,37416,37502,36683,37084,36939,36732,37130,38856,35693,34584,33854,31417,29511,27967,26628,25513,24615,23348,22180,22000,22806,22609,22380,22905,21720,19633,19173,18292,17304,16976,16464,16253,14442,12997,12568,12621,12251,12375,13130,13257,13722,13980,13813,14077,14230,13643,12804,12473,11970,12145,11883,12040,11854,11320,11208,11188,11685,11512,11721
36610,34958,33500,33618,33590,33602,37582,37331,36612,36845,37821,36749,36626,38543,36590,34553,33531,32119,29206,27929,26206,25097,24504,23141,22136,22080,21911,21819,21499,22255,21975,19570,18616,18141,17422,17061,16242,15679,14074,12743,11951,11823,11563,11646,13027,13595,14099,14506,14598,14030,13220,12785,12229,12112,11906,12349,12336,12027,11892,11781,11165,11113,11653,11997,11705
36986,34671,33573,33273,33216,33089,37054,37033,37505,37096,37710,36885,36302,37393,36300,34174,33626,31805,29275,27841,26434,25512,24724,22656,21629,21495,21477,21278,21073,21392,20954,19928,18821,17778,17698,16937,16015,15598,13885,13199,12358,11707,11471,11644,12770,13923,13958,14191,13343,13252,12750,12949,12355,12200,11716,12503,12275,12269,12045,11430,11690,11944,12194,12263,12168
36309,34914,33460,32630,32922,33369,36623,37515,36692,36737,37779,37958,37291,38200,37167,33879,31748,30886,29112,28152,26624,25506,24461,23036,21201,21178,21085,20698,20285,20757,20736,19445,18794,17675,16941,16509,16292,15528,14183,12797,12438,11862,11363,11269,12261,13072,12839,13374,13682,13577,12950,13406,13040,12670,12339,12590,13161,13189,12807,12171,12343,11834,12214,12656,12686
35700,34650,32985,32637,32911,32752,36144,36962,36548,37331,38173,38536,37489,38633,37128,33687,31629,30419,28423,27727,26275,25835,24935,23754,22268,21103,20853,20082,19871,19899,19874,19926,19069,18101,16637,15932,16027,15312,14001,12845,12389,11970,11805,11285,11979,13016,13368,13936,13709,13204,12787,12689,12752,12331,12724,13118,13509,14256,13830,12923,13250,12384,12262,13043,12874
35484,34659,32571,32280,32197,32125,35457,36950,36806,37313,38170,39386,37538,37765,36397,33493,31594,30599,29179,27680,26124,24371,24215,23758,22807,21428,21249,20389,20119,19385,19098,19640,19289,17988,16911,16052,15897,14825,14060,13162,12876,12098,11494,11327,12355,12744,12777,13393,13689,13468,12923,12900,12572,12562,12394,13049,13648,14040,14258,13312,13089,12122,12856,12839,13300
35125,34220,32679,32142,31622,30989,35380,36758,36051,37416,38317,38568,38257,37564,35512,33548,31527,30656,29781,28335,26869,24969,24430,22970,22554,21379,21071,20338,20721,19763,18592,19161,19431,18031,17429,16551,15971,14738,14216,13528,13183,12017,11812,11712,12532,12430,12442,12639,12652,12692,13109,13587,13345,13018,12706,13112,13960,14014,13815,12894,12661,12817,12182,12433,12829
34833,34133,32574,31990,31617,30819,34950,36026,35685,37025,38023,39012,38551,36510,35102,33124,31854,31397,30433,28560,26809,24808,25060,23390,22928,21655,20814,20332,20464,19840,19250,18708,19279,18218,16951,16968,16208,14997,14137,13767,13285,12251,11880,11970,12513,12250,11980,11883,12033,12645,13425,13669,14026,13608,13780,13429,14119,13893,13601,13192,12766,12376,11994,12204,12243
34460,33406,32400,31542,31269,30582,34249,35745,36159,36389,37368,38630,38139,37038,35013,33477,31963,30926,31185,28595,26902,25648,24664,23030,22633,21312,20165,19218,20441,19927,19811,18979,18784,18807,16925,16770,16430,15578,14022,13785,12719,12277,11984,12293,12580,12021,12069,12458,12596,12816,12887,12840,13078,13017,13248,13248,13384,13591,13529,13557,12848,12322,12395,12356,12918
33834,33283,31956,31628,31078,30378,34572,35360,35524,35510,37524,39053,37875,36873,34941,34130,31921,31206,31236,28466,26371,25428,24776,23137,22844,21879,20683,19211,19734,19301,20291,19662,18196,18641,17329,16491,16310,15917,14285,13431,12535,12368,12144,12461,12798,12718,12492,12581,12235,12440,12307,12162,12336,12575,12813,12506,13115,13421,13431,13183,12336,12069,12119,12014,12368
33595,32360,31757,31428,30497,30049,34352,35075,35486,34663,37256,38176,37543,36879,35690,33524,31958,30918,30442,28986,26659,25205,23732,23181,23296,22319,20933,19695,20024,19372,19657,20786,19054,17729,17458,16433,16094,15922,14256,13551,13146,12841,12820,12842,13030,12866,12568,12153,12122,12098,12009,11777,11745,11778,12073,12330,12403,12312,12434,12242,11662,11578,11733,11321,11712
33285,32036,31500,31324,30414,29955,33787,34386,35334,34708,36485,37964,37826,37948,35464,33290,31309,31394,30006,28873,27335,25713,23612,23011,23110,22620,21046,19822,19896,19381,19901,20236,19809,18559,17721,16096,16149,15538,14300,13695,13298,13032,13149,12784,13457,12783,12359,11791,11514,11478,11811,11502,12094,12196,12385,12554,12513,12577,12488,12337,11721,11507,11441,10783,10830
33166,32179,31036,31454,30246,29613,33700,34565,35034,34307,35519,37815,38977,37609,35163,33123,31742,31614,30017,28701,27555,25603,23684,22641,22775,22536,22100,21211,20857,19620,19998,19758,19470,19235,18065,16341,15734,15833,14874,14027,13725,13039,13279,13303,13506,12767,12452,12103,11470,11709,12120,11305,11730,11832,11975,12241,12566,12208,11916,11928,11581,11149,11092,10599,10405
33071,31852,30399,30762,30124,29335,32977,34653,34553,34058,34932,37153,39137,37919,35615,32804,31516,31413,29976,28219,27243,25662,24274,23071,22762,22380,22413,21320,21825,21251,19889,19457,18234,18966,18236,16905,15500,15561,15169,14533,13665,13185,12944,13777,13373,12641,12249,12291,11690,11508,10996,10939,11243,11051,11614,12212,12339,12556,12080,12115,11358,10922,10510,10225,9988
33011,31165,30373,30379,29860,29337,33364,34477,34167,33648,34426,36035,38598,38395,35247,33176,31039,31093,29589,28388,27807,26343,24900,24128,23519,23136,22801,21237,21324,21995,20997,20133,18684,18057,17831,17647,16294,15804,15102,14713,14258,13767,13089,13327,13293,12857,12519,12199,11540,11150,11311,11135,10906,11080,11651,11916,12981,12534,12038,11580,11435,10817,10229,9973,9467
32744,31526,29847,29590,29501,29262,32597,34269,33886,34073,33886,35504,37207,38635,35072,33757,31932,30888,29168,28055,26653,26299,25422,24978,24227,23805,23829,22433,22407,21784,21186,20028,18968,18297,17754,17994,17274,15397,15156,14868,14158,13644,13224,12377,12795,12371,12604,12250,11693,11048,11111,11273,10977,10892,11849,12107,12865,12667,11660,10959,11031,10338,9495,9321,10034
32352,31337,29711,29098,28986,28753,32773,34378,34025,33749,32941,34499,36648,38635,35072,33242,32115,30311,29214,28068,26699,25645,24913,25042,24912,24158,24621,24089,23605,22628,21730,20483,19900,17769,17057,18045,18216,16072,15404,14654,13725,13002,12865,12074,12354,12683,12798,12906,12080,11498,11403,11170,10773,10717,11441,11915,12906,12554,11828,11171,10138,9574,9317,9484,9893
31959,30962,29545,28847,28343,28691,32237,33585,33333,33622,32397,33647,35700,37593,34936,32931,32631,30728,29229,28366,27247,25965,24729,24388,24690,24443,23976,24158,24338,22695,22367,21218,20308,18529,17741,18202,18194,16603,15557,14726,12914,12211,12120,12345,12364,12736,13247,13155,12959,11763,11359,10950,10869,10509,11199,12201,12717,12319,11487,10731,9841,9757,9704,9339,9263
31574,30551,29301,27994,27183,27879,31875,33105,33054,33359,32305,32380,34566,36389,34296,32604,32063,30566,29805,28189,27763,26483,24903,24898,24782,24026,23777,23226,24113,22973,21849,21593,21176,19419,18333,18552,18125,16596,14474,14084,12543,11766,11773,12300,12200,12419,13264,13124,12668,12065,11381,11059,10900,11042,11538,12666,12839,12284,11791,10858,10665,10470,10193,9734,9152
31098,30182,28757,27670,26850,27218,31174,32924,32903,33254,32498,31345,33351,35095,34228,32528,31892,30127,29809,28406,27160,26851,26045,25041,25882,24194,24155,22866,23252,22409,21964,21163,20454,20133,19202,18157,17783,16909,14428,13004,12188,11187,11349,11500,11691,11604,12567,12488,12633,12527,12405,11380,11460,11229,11736,12570,12105,12161,12677,12332,11854,11430,11016,10690,9720
30973,29441,27907,27626,26557,26635,30979,32938,32448,32539,32037,30985,32599,34339,34452,31985,31566,30876,30230,28809,27538,26468,26138,25562,25298,24789,24131,23321,23167,22185,21793,22045,21408,20473,19293,18554,17525,16746,14649,13518,12154,11291,11245,11488,11208,10979,11553,11523,11844,11962,12459,12043,11851,12139,12106,12309,12330,13142,13231,12982,12449,12132,11425,11018,9962
30103,29724,27718,27620,26343,25981,30171,31614,32301,31574,30843,30914,31155,32764,34572,31911,31098,30129,29591,28607,27590,26845,25893,26368,25903,25150,23970,23478,22660,22378,21315,21595,21858,21813,19649,18178,17373,16978,15023,13538,12494,11335,10989,11014,10607,10626,10534,10390,11049,11211,10967,11996,12268,11880,12217,12284,12993,13452,13255,13039,13013,12010,11412,11090,10713
29081,29525,28120,27709,26164,25820,29112,30771,31537,31365,30858,30395,30557,31759,34912,31412,30636,30128,29694,29088,27320,27025,25834,26803,26725,25929,23974,23587,22923,21554,20988,21171,21444,21934,20234,18520,17207,16731,15048,13857,13020,12410,11554,10758,10664,10723,10735,10418,10353,10989,11094,11189,11885,12765,12979,12849,13580,13361,12963,13005,12612,12310,11665,11465,10663
27286,28486,27750,27213,26971,26225,28581,30508,30556,31211,30839,29957,30284,31136,34257,32206,30267,29319,29007,28821,27473,26829,26140,26839,27457,26645,24400,23541,23881,22401,21272,20393,20742,21314,20256,19041,17148,16779,15176,13991,13030,12202,11502,10708,10763,11019,10844,11326,11042,11256,11264,11609,11488,11876,12917,13592,14166,13198,12914,12932,13036,12514,12499,11632,10387
25801,26539,26328,26002,26936,25743,28609,29821,29416,30795,30091,29165,29929,30142,33272,31509,29904,28936,28217,28573,27643,26471,26224,26601,27331,26633,25538,24365,23540,22738,21888,20692,20015,19964,19448,19043,17200,16232,15119,14217,13211,12407,11527,10828,10709,10948,11391,11861,11850,11986,11512,11054,11374,12174,12935,13484,13823,12841,13043,13055,12992,12318,12608,11887,11112
25625,25370,25551,25822,25889,26044,28326,29739,29156,29110,29177,29562,29262,29587,32904,31954,29693,29128,28622,28056,27201,26168,25673,26964,27485,26832,25575,23951,23890,22802,22296,21147,20333,19760,19046,18735,17155,15993,14947,14462,13210,12657,11747,11394,11088,11268,11594,11935,12356,12428,12024,11873,11920,13033,13030,13668,13681,13233,13560,13820,13357,12581,12623,12827,12257
24897,24651,23993,25219,25459,25267,27952,29137,29530,28673,28241,29466,28753,29070,32524,32320,30279,29075,28400,28245,27918,26140,26403,26275,26748,27200,26379,24233,23294,23533,22801,22288,21627,20366,19214,18797,17511,16500,15637,14416,13360,12434,12154,11519,11445,11542,11356,11835,12717,12372,12433,12110,12454,13149,13249,13604,13339,13783,13992,14000,13041,12380,12319,12951,12398
25780,24782,23707,24525,24755,24460,27603,28443,28954,28866,28210,28459,28646,28425,32235,32296,29395,29036,28455,28510,27623,26749,26292,26051,26273,26598,25360,24231,23178,22440,22038,22245,21708,20699,20101,18956,17707,16271,15766,14611,13678,12881,12151,11682,11460,11518,11351,12263,12409,12139,11982,12460,12880,13504,13533,13184,13092,13215,13355,12874,12528,12242,12916,12452,12145
26413,24795,23450,23486,23991,23627,26054,27628,28286,28484,28005,27671,28391,27630,30333,31910,28788,29208,28714,27988,28048,26804,26345,26261,25914,26028,25539,23529,22922,22852,21763,21337,21525,20624,19906,18836,17579,16514,15581,14877,14084,13476,12712,12229,11607,11716,11288,11600,12081,12406,12467,12377,13215,13776,13486,13398,13365,13403,13311,12892,12513,12315,12295,12714,11817
